stop_name,stop_name_kn
Army Public School Kamaraja Road,ಆರ್ಮಿ ಪಬ್ಲಿಕ್ ಸ್ಕೂಲ್ ಕಾಮರಾಜ ರಸ್ತೆ
Arogya Dhama,ಆರೋಗ್ಯಧಾಮ
Art Of Living,ಆರ್ಟ್‌ ಆಫ್‌ ಲಿವಿಂಗ್‌
Art Of Living (Kanakapura Road),ಅರ್ಟ್ ೊೞ್ ಲಿವಿಙ್ (ಕನಕಪುರ ರೊದ್)
Art Of Living Ravishankar Ashram,ಆರ್ಟ್‌ ಆಫ್‌ ಲಿವಿಂಗ್‌ ರವಿಶಂಕರ ಆಶ್ರಮ
Ashoka Pillar,ಅಶೋಕ ಪಿಲ್ಲರ್
Ashoka Polytechnic,ಅಶೋಕ ಪಾಲಿಟೆಕ್ನಿಕ್
Ashokanagara,ಅಶೋಕನಗರ
Ashrama Ramohalli,ಆಶ್ರಮ ರಾಮೋಹಳ್ಳಿ
Ashraya Badavane,ಮಂಜುನಾಥ ನಗರ
Ashwath Nagara,ಅಶ್ವಥ್‌ ನಗರ
Ashwath Nagara Cross,ಅಶ್ವಥ್‌ ನಗರ ಕ್ರಾಸ್
Ashwathkatte Kodihalli,ಅಶ್ವಥ್‌ಕಟ್ಟೆ ಕೊಡಿಹಳ್ಳಿ
Ashwathkatte Manorayanapalya,ಅಶ್ವತ್ಕಟ್ಟೆ ಮನೋರಾಯನಪಾಳ್ಯ
Ashwathkatte Sultanpalya,ಅಶ್ವತ್ಕಟ್ಟೆ ಸುಲ್ತಾನ್ಪಾಳ್ಯ
Ashwathnagara,ಅಶ್ವತ್ನಗರ
Asian Paints Dabaspet,ಏಷ್ಯನ್ ಪೇಂಟ್ಸ್ ದಾಬಾಸ್‌ಪೇಟೆ
Aspire bee School,ಆಸ್ಪೈರ್ ಬೀ ಸ್ಕೂಲ್
Athimagere,ಅತ್ತಿಮಗೆರೆ
Athimagere Gate,ಅತ್ತಿಮಗೆರೆ ಗೇಟ್
Attibele,ಅತ್ತಿಬೆಲೆ
Attibele Bus Stand,ಅತ್ತಿಬೆಲೆ ಬಸ್‌ ನಿಲ್ಧಾಣ
Attibele Sulibele,ಅತ್ತಿಬೆಲೆ ಸೂಲಿಬೆಲೆ
Attiguppe,ಅತ್ತಿಗುಪ್ಪೆ
Attiguppe Metro Station,ಅಟಿಗುಪ್ಪೆ ಮೆಟ್ರೊ ಸ್ಟಟಿೊಂ
Attivatta,ಅತ್ತಿವಟ್ಟ
Attivatta Gate,ಅತ್ತಿವಟ್ಟ ಗೇಟ್
Atturu,ಅಟ್ಟೂರು
Atturu Layout Vegetable Market,ಅಟ್ಟೂರು ಲೇಔಟ್ ವೆಜಿಟೇಬಲ್ ಮಾರ್ಕೆಟ್
Austin Town,ಆಸ್ಟಿನ್ ಟೌನ್
Austin Town Neelasandra,ಆಸ್ಟಿನ್‌ ಟೌನ್‌ ನೀಲಸಂದ್ರ
Auto Gas/Royal School,ಆಟೋ ಗ್ಯಾಸ್/ರಾಯಲ್ ಸ್ಕೂಲ್
Avadadenahalli Gate,ಅವಡದೇನಹಳ್ಳಿ ಗೇಟ್
Avalahalli,ಅವಲಹಳ್ಳಿ
Avalahalli BDA Layout,ಅವಲಹಳ್ಳಿ ಬಿಡಿಎ ಬಡಾವಣೆ
Avalahalli BDA Park Girinagara,ಅವಲಹಳ್ಳಿ ಬಿಡಿಎ ಪಾರ್ಕ್‌ ಗಿರಿನಗರ
Avalahalli Electronic City,ಅವಲಹಳ್ಳಿ ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸಿಟಿ
Avalahalli Hosakote,ಅವಲಹಳ್ಳಿ ಹೊಸಕೋಟೆ
Avalahalli New BDA Layout,ಅವಲಹಳ್ಳಿ ಹೊಸ ಬಿಡಿಎ ಬಡಾವಣೆ
Avalakuppe,ಅವಳಕುಪ್ಪೆ
Avalakuppe Cross,ಅವಲಕುಪ್ಪೆ ಕ್ರಾಸ್
Avaragere,ಅವರೆಗೆರೆ
Avaragere Cross,ಅವರೆಗೆರೆ‌ ಕ್ರಾಸ್
Avarehalli,ಅವರೆಹಳ್ಳಿ
Avasarala Factory Kanakapura Road,ಅವಸರಳಾ ಫ್ಯಾಕ್ಟರಿ ಕನಕಪುರ ರಸ್ತೆ
Avathi,ಅವತಿ
Averahalli,ಅವರೆಹಳ್ಳಿ
Averahalli Cross,ಅವರೆಹಳ್ಳಿ ಕ್ರಾಸ್
Avinash Petrol Bunk,ಅವಿನಾಶ ಪೆಟ್ರೋಲ್‌ ಬಂಕ್
Ayurvedic Hospital Bodhanahosahalli,ಆಯುರ್ವೇದಿಕ್‌ ಆಸ್ಪತ್ರೆ ಬೊಧನಹೊಸಹಳ್ಳಿ
Ayyappa Nagara  Sadaramangala,ಅಯ್ಯಪ್ಪನಗರ ಸಾದರಮಂಗಲ
Ayyappa Nagara Muneshwara Temple Sadaramangala,ಅಯ್ಯಪ್ಪನಗರ ಮುನೇಶ್ವರ ದೇವಸ್ಥಾನ ಸಾದರಮಂಗಲ
Ayyappa Nagara Sadaramangala,ಅಯ್ಯಪ್ಪನಗರ ಸಾದರಮಂಗಲ
Ayyappa School Kereguddadahalli,ಅಯ್ಯಪ್ಪ ಸ್ಕೂಲ್‌ ಕೆರೆಗುಡ್ಡದಹಳ್ಳಿ
Ayyappa Temple Jalahalli Cross,ಅಯ್ಯಪ್ಪ ದೇವಸ್ಥಾನ ಜಾಲಹಳ್ಳಿ ಕ್ರಾಸ್
Ayyappa Temple Yeshawanthapura,ಅಯ್ಯಪ್ಪ ದೇವಸ್ಥಾನ ಯಶವಂತಪುರ
Ayyappaswamy Temple Madivala,ಅಯ್ಯಪ್ಪಸ್ವಾಮಿ ದೇವಸ್ಥಾನ ಮಡಿವಾಳ
Aziz Palya,ಅಜಿಜ್‌ ಪಾಳ್ಯ
B Channasandra,ಬಿ ಚನ್ನಸಂದ್ರ
B Channasandra Bridge,ಬಿ ಚನ್ನಸಂದ್ರ ಬ್ರಿಡ್ಜ್
B Channasandra Bridge(Ramamurthy Nagara Ring Road),ಬ್ ಚಂನಸಂದ್ರ ಬ್ರಿದ್ಗೆ(ರಮಮುರ್ತೆ ನಗರ ರಿಙ್ ರೊದ್)
B Hosur Circle,ಬಿ ಹೊಸೂರು ವೃತ್ತ
B Hosur Water Tank,ಬಿ ಹೊಸೂರು ವಾಟರ್ ಟ್ಯಾಂಕ್
B Krishnappa Nagara,ಬಿ ಕೃಷ್ಣಪ್ಪ ನಗರ
B Marenahalli,ಬಿ ಮಾರೇನಹಳ್ಳಿ
B Narayanapura,ಬಿ ನಾರಾಯಣಪುರ
B Narayanapura Ring Road,ಬಿ ನಾರಾಯಣಪುರ ವರ್ತುಲ ರಸ್ತೆ
B Palya Razakapalya,ಬಿ ಪಾಳ್ಯ ರಜಾಕಪಾಳ್ಯ
BCC Layout,ಬಿಸಿಸಿ ಬಡಾವಣೆ
BCC Layout Cross,ಬಿಸಿಸಿ ಲೇಔಟ್‌ ಕ್ರಾಸ್
BCMC Layout Raghuvanahalli,ಬಿಸಿಎಂಸಿ ಬಡಾವಣೆ ರಘುವನಹಳ್ಳಿ
BDA Complex Banashankari 2nd Stage,ಬನಶಂಕರಿ ಬಿಡಿಎ ಕಾಂಪ್ಲೆಕ್ಸ 2 ನೇ ಹಂತ
BDA Complex Cross Nagarabhavi,ಬಿಡಿಎ ಕಾಂಪ್ಲೆಕ್ಸ ಕ್ರಾಸ್‌ ನಾಗರಭಾವಿ
BDA Complex HBR Layout,ಬಿಡಿಎ ಕಾಂಪ್ಲೆಕ್ಸ್ ಹೆಚ್‌ಬಿಆರ್‌ ಬಡಾವಣೆ
BDA Complex HSR Layout,ಬಿಡಿಎ ಕಾಂಪ್ಲೆಕ್ಸ್ ಹೆಚ್‌ಬಿಆರ್‌ ಬಡಾವಣೆ
BDA Complex Koramangala,ಬಿಡಿಎ ಕಾಂಪ್ಲೆಕ್ಸ್ ಕೋರಮಂಗಲ
BDA Complex Nagarabhavi,ಬಿಡಿಎ ಕಾಂಪ್ಲೆಕ್ಸ್ ನಾಗರಭಾವಿ
BDA Flats Kommaghatta,ಬಿಡಿಎ ಫ್ಲಾಟ್ಸ್ ಕೊಮ್ಮಘಟ್ಟ
BDA Park Bande Maramma Temple,ಬಿಡಿಎ ಪಾರ್ಕ್‌ ಬಂಡೆ ಮಾರಮ್ಮ ದೇವಾಸ್ಥಾನ
BDA Park Ullala,ಬಿಡಿಎ ಪಾರ್ಕ್‌ ಉಲ್ಲಾಳ
BDS Nagara,ಬಿಡಿಎಸ್‌ ನಗರ
BEL Circle,ಬಿಇಎಲ್ ವೃತ್ತ
BEL Factory,ಬಿಇಎಲ್ ಫ್ಯಾಕ್ಟರಿ
BEL Hospital,ಬೆಲ್ ಹಾಸ್ಪಿಟಲ್
BEL Layout Dasanapura,ಬಿಇಎಲ್ ಬಡಾವಣೆ ದಾಸನಪುರ
BEL Market,ಬಿಇಲ್‌  ಮಾರ್ಕೆಟ್
BEL Market 1,ಬೆಲ್ ಮಾರ್ಕೆಟ್ 1
BEML Complex,ಬಿಇಎಂಎಲ್ ಕಾಂಪ್ಲೆಕ್ಸ್
BEML Factory,ಬಿಇಎಂಎಲ್ ಫ್ಯಾಕ್ಟರಿ
BEML Gate,ಬಿಇಎಂಎಲ್ ಫ್ಯಾಕ್ಟರಿ
BEML Layout 5th Stage,ಬೆಂಲ್ ಲಯೌಟ್ 5ತ್ ಸ್ಟಗೆ
BEML Layout 5th stage,ಬಿಇಎಂಎಲ್ ಲೇಔಟ್ 5ತ್ ಸ್ಟೇಜ್
BEML Layout 7th  Phase,ಬಿ ಇ ಎಂ ಎಲ್‌ ಬಡಾವಣೆ 7ನೇ ಹಂತ
BEML Layout 7th Stage,ಬಿ ಇ ಎಂ ಎಲ್ ಬಡಾವಣೆ 7ನೇ ಹಂತ
BEML Layout Gate,ಬಿಇಎಂಎಲ್ ಲೇಔಟ್ ಗೇಟ್
BENGALURU,ಬೆಂಗಳೂರು
BGS College Chikkaballapura,ಬಿಜಿಎಸ್ ಕಾಲೇಜು ಚಿಕ್ಕಬಳ್ಳಾಪುರ
BGS College Gate Devagere,ಬಿಜಿಎಸ್‌ ಕಾಲೇಜು ಗೇಟ್‌ ದೇವಗೆರೆ
BGS Health City,ಬಿಜಿಎಸ್‌ ಹೆಲ್ತ್ ಸಿಟಿ
BGS Health City Gate Abhiman Studio,ಬಿಜಿಎಸ್ ಹೆಲ್ತ್ ಸಿಟಿ ಗೇಟ್ ಅಭಿಮಾನ್ ಸ್ಟುಡಿಯೋ
BGS International Residential School,ಬಿಜಿಎಸ್‌ ಇಂಟರ್‌ ನ್ಯಾಷನಲ್‌ ರೆಸಿಡೆಸ್ನಿಯಲ್‌ ಸ್ಕೂಲ್
BGS PU College Thotagere,ಬಿಜಿಎಸ್‌ ಪಿಯು ಕಾಲೇಜು ತೋಟಗೆರೆ
BGS School Banandur,ಬಿಜಿಎಸ್‌ ಸ್ಕೂಲ್‌ ಬಾಣಂದೂರು
BGS World School Nagaroor,ಬಿಜಿಎಸ್ ವರ್ಲ್ಡ್ ಸ್ಕೂಲ್ ನಗರೂರ್
BHEL,ಬಿ ಹೆಚ್‌ ಇ ಎಲ್
BHEL Concord Layout,ಬಿಹೆಚ್‌ ಇಎಲ್ ಕಾನ್‌ ಕಾರ್ಡ್‌ ಬಡಾವಣೆ
BHEL Layout,ಬಿಹೆಚ್‌ ಇಎಲ್ ಬಡಾವಣೆ
BHEL Layout Cross,ಬಿಹೆಚ್‌ ಇಎಲ್ ಬಡಾವಣೆ ಕ್ರಾಸ್
BHEL Layout Maramma Temple,ಬಿಹೆಚ್‌ ಇಎಲ್ ಬಡಾವಣೆ ಮಾರಮ್ಮ ದೇವಸ್ಥಾನ
BHEL Layout Water Tank,ಬಿಹೆಚ್‌ ಇಎಲ್ ಬಡಾವಣೆ ವಾಟರ್‌ ಟ್ಯಾಂಕ್
BHOGA NANDISWARA TEMPLE,ಭೋಗ ನಂದೀಶ್ವರ ಟೆಂಪಲ್
BIES Kuduregere,ಬೀಸ್ ಕುದುರೆಗೆರೆ
BK Circle,ಬಿಕೆ ವೃತ್ತ
BME-1 NICE Road,ಬಿಎಂಇ-1 ನೈಸ್‌ ರಸ್ತೆ
BME-2 NICE Road,ಬಿಎಂಇ-2 ನೈಸ್ ರೋಡ್
BMSIT College Campous Yelahanka,ಬಿಎಂಎಸ್ಐಟಿ ಕಾಲೇಜು ಕ್ಯಾಂಪಸ್‌ ಯಲಹಂಕ
BMTC Training Centre,ಬಿಎಂಟಿಸಿ ತರಬೇತಿ ಕೇಂದ್ರ
BN Bachegowda Badavane,ಬಿಎನ್‌ ಬಚ್ಚೆಗೌಡ ಬಡವಾಣೆ
BN Bachegowda Badavane Colony,ಬಿಎನ್‌ ಬಚ್ಚೆಗೌಡ ಬಡವಾಣೆ ಕಾಲೋನಿ
BOB Colony,ಬಿಒಬಿ ಕಾಲೋನಿ
BP Indian School Nelamangala,ಬಿಪಿ ಇಂಡಿಯನ್‌ ಸ್ಕೂಲ್‌ ನೆಲಮಂಗಲ
BPL,ಬಿ ಪಿ ಎಲ್‌
BRV Talkies Cubbon Road,ಬಿಆರ್‌ವಿ ಚಿತ್ರ ಮಂದಿರ ಕಬ್ಬನ್‌ ರಸ್ತೆ
BSF Yelahanka,ಬಿಎಸ್ಎಫ್ ಯಲಹಂಕ
BTL College,ಬಿಟಿಎಲ್‌ ಕಾಲೇಜು
BTM Layout 16th Main,ಬಿಟಿಎಂ ಬಡಾವಣೆ 16ನೇ ಮುಖ್ಯರಸ್ತೆ
BTM Layout 16th Main Road,ಚಾಮುಂಡೇಶ್ವರಿ ಟೆಂಪಲ್
BTM Layout Water Tank,ಬಿಟಿಎಂ ಬಡಾವಣೆ ವಾಟರ್‌ ಟ್ಯಾಂಕ್
BTR Garden,ಬಿಟಿಆರ್‌ ಉದ್ಯಾನವನ
BTS Layout Arakere,ಬಿಟಿಎಸ್‌ ಬಡಾವಣೆ ಅರಕೆರೆ
BTS Layout Basaveshwaranagara,ಬಿಟಿಎಸ್‌ ಬಡಾವಣೆ ಬಸವೇಶ್ವರನಗರ
BUC ADM Block,ಬಿಯುಸಿ ಎಡಿಎಂ ಬ್ಲಾಕ್
BUC Ladies Hostel,ಬಿಯುಸಿ‌ ಲೇಡಿಸ್‌ ಹಾಸ್ಟೆಲ್
BUC Library,ಬೆಂವಿ ಗ್ರಂಥಾಲಯ
BUC Quarters,ಬಿಯುಸಿ ಕ್ವಾಟ್ರಸ್
BWSSB Quarters Nayandahalli,ಬಿಡಬ್ಲ್ಯೂಎಸ್‌ಎಸ್‌ಬಿ ಕ್ವಾಟ್ರಸ್‌ ನಾಯಂಡಹಳ್ಳಿ
BWSSB Quaters Harohalli,ಬಿವ್ಸ್ಬ್ ಕ್ವಾಟರ್ಸ್ ಹಾರೋಹಳ್ಳಿ
BWSSB Tavarekere,ಬಿಡಬ್ಲ್ಯೂಎಸ್‌ಎಸ್‌ಬಿ ತಾವರೆಕೆರೆ
Babasahebarapalya,ಬಾಬಾಸಾಹೇಬರ ಪಾಳ್ಯ
Babusabpalya,ಬಾಬುಸಾಬಪಾಳ್ಯ
Babusabpalya 302,ಬಾಬುಸಾಬಪಾಳ್ಯ 302
Bachahalli Gate,ಬಾಚಹಳ್ಳಿ ಗೇಟ್‌
Bachahalli Government School,ಬಾಚಹಳ್ಳಿ ಸರ್ಕಾರಿ ಶಾಲೆ
Bachenahatti,ಬಾಚೇನಹಟ್ಟಿ
Badekatte,ಬಡೆಕಟ್ಟೆ
Badesab Doddi RV PU College,ಬದೆಸಬ್ ದೊದ್ದಿ ರ್ವ್ ಪು ಕೊಲ್ಲೆಗೆ
Badrapura,ಬದ್ರಾಪುರ
Bagalagunte,ಬಾಗಲಗುಂಟೆ
Bagalagunte Village,ಬಾಗಲಗುಂಟೆ ವಿಲೇಜ್
Bagalur,ಬಾಗಲೂರು
Bagalur Colony,ಬಾಗಲೂರು ಕಾಲೋನಿ
Bagalur Cross,ಬಾಗಲೂರು ಕ್ರಾಸ್
Bagalur Santhe,ಬಾಗಲೂರು ಸಂತೆ
Bagluru Old police Station,ಬಗ್ಲೂರು ಒಲ್ಡ್ ಪೊಲೀಸ್ ಸ್ಟೇಷನ್
Bagmane Tech Park,ಬಾಗ್ಮನೆ ಟೆಕ್ ಪಾರ್ಕ್
Bagmane Teck Park,ಬಾಗ್ಮನೆ ಟೆಕ್ ಪಾರ್ಕ್
Baguru,ಬಾಗೂರು
Baguru Colony,ಬಾಗೂರು ಕಾಲನಿ
Baladimmanahalli,ಬಾಲದಿಮ್ಮನಹಳ್ಳಿ
Balaganahalli Cross,ಬಳಗನಹಳ್ಳಿ ಕ್ರಾಸ್
Balageranahalli Cross,ಬಳಗೇರನಹಳ್ಳಿ ಕ್ರಾಸ್
Balagere,ಬಳಗೆರೆ
Balaji Apartment HSR Layout,ಬಾಲಾಜಿ ಅಪಾರ್ಟ್‌ಮೆಂಟ್ ಹೆಚ್‌ಎಸ್‌ಆರ್ ಲೇಔಟ್
Balaji Badavane Sulikere,ಬಾಲಾಜಿ ಬಡಾವಣೆ ಸುಳಿಕೆರೆ
Balaji Layout,ಬಾಲಾಜಿ ಬಡಾವಣೆ
Balaji Layout 100ft Road,ಬಾಲಾಜಿ ಬಡಾವಣೆ 100 ಅಡಿ ರಸ್ತೆ
Balaji Theatre Magadi,ಬಾಲಾಜಿ  ಚಿತ್ರಮಂದಿರ ಮಾಗಡಿ
Balavikas International School,ಬಾಲವಿಕಾಸ ಇಂಟರ್‌ನ್ಯಾಷನಲ್‌ ಸ್ಕೂಲ್
Balavikas School Gidadakonenahalli,ಬಾಲವಿಕಾಸ ಸ್ಕೂಲ್‌ ಗಿಡದಕೊನೆನಹಳ್ಳಿ
Balekatte,ಬಾಳೆಕಟ್ಟೆ
Balenahalli,ಬಾಲೇನಹಳ್ಳಿ
Balenahalli Cross,ಬಾಲೇನಹಳ್ಳಿ ಕ್ರಾಸ್
Balepura,ಬಾಳೆಪುರ
Balepura Gate,ಬಾಲೇಪುರ ಗೇಟ್
Baleveeranahalli,ಬಳೆವೀರನಹಳ್ಳಿ
Balluru,ಬಳ್ಳೂರು
Balluru Cross,ಬಳ್ಳೂರು ಕ್ರಾಸ್
Baluvanahalli,ಬಲುವನಹಳ್ಳಿ
Baluvanahalli Cross,ಬಲುವನಹಳ್ಳಿ ಕ್ರಾಸ್
Bamboo Bazaar,ಬಂಬೂ ಬಜಾರ್
Banahalli,ಬನಹಳ್ಳಿ
Banamakanahalli,ಬನಮಕನಹಳ್ಳಿ
Banamakanahalli Cross,ಬನಮಕನಹಳ್ಳಿ ಕ್ರಾಸ್
Banandur Circle,ಬಾನಂದೂರು ವೃತ್ತ
Bananduru,ಬಾನಂದೂರು
Banarahalli,ಬಾನರಹಳ್ಳಿ
Banasawadi,ಬಾಣಸವಾಡಿ
Banasawadi 100 Feet Road,ಬಾಣಸವಾಡಿ 100 ಅಡಿ ರಸ್ತೆ
Banashankari,ಬನಶಂಕರಿ
Banashankari 1st Stage Muneshwara Block KEB,ಬನಶಂಕರಿ 1 ನೇ ಹಂತ ಮುನೇಶ್ವರ ಬ್ಲಾಕ್‌ ಕೆಇಬಿ
Banashankari 3rd Stage 3rd Phase,ಬನಶಂಕರಿ 3 ನೇ ಘಟ್ಟ  3 ನೇ ಹಂತ
Banashankari 5th Stage,ಬನಶಂಕರಿ 5 ನೇ ಹಂತ
Banashankari 6th Phase 5th Block,ಬನಶಂಕರಿ 6ತ್ ಫಸೆ 5ತ್ ಬ್ಲೊಕ್ಕ್
Banashankari Bus Station,ಬನಶಂಕರಿ ಬಸ್ ನಿಲ್ದಾಣ
Banashankari Hunasemara,ಬನಶಂಕರಿ ಹುಣಸೆಮರ
Banashankari Post Office,ಬನಶಂಕರಿ ಅಂಚೆ ಕಛೇರಿ
Banaswadi Fire Station,ಬಾಣಸವಾಡಿ ಫೈರ್ ಸ್ಟೇಷನ್
Banawadi,ಬನವಾಡಿ
Bandaiahanapalya,ಬಂಡಯ್ಯ
Bandapura,ಬಂಡಾಪುರ
Bandapura Gate,ಬಂಡಾಪುರ ಗೇಟ್
Bande Bommasandra,ಬಂಡೆಬೊಮ್ಮಸಂದ್ರ
Bande Bommasandra Cross,ಬಂಡೆಬೊಮ್ಮಸಂದ್ರ ಕ್ರಾಸ್‌
Bande Inorpalya,ಬಂಡೆ ಐನೋರಪಾಳ್ಯ
Bande Kodigehalli,ಬಂಡೆ ಕೊಡಿಗೇಹಳ್ಳಿ
Bande Kodigehalli palya,ಬಂಡೆ ಕೋಡಿಗೆಹಳ್ಳಿ ಪಲ್ಯ
Bande Kodigehallipalya Cross,ಬಂಡೆ ಕೋಡಿಗೆಹಳ್ಳಿಪಾಳ್ಳ ಕ್ರಾಸ್
Bande Maramma Bus Station,ಬಂಡೆ ಮಾರಮ್ಮ ಬಸ್‌ ನಿಲ್ಧಾಣ
Bande Mutt Badavane Radiant Enclave,ಬಂಡೆ ಮಠ ಬಡಾವಣೆ ರೇಡಿಯೆಂಟ್‌ ಎನ್‌ಕ್ಲೇವ್
Bande Mutt Kunchugal,ಬಂಡೆ ಮಠ ಕುಂಚುಗಳ್
Bande Nallasandra,ಬಂಡೆ ನಲ್ಲಸಂದ್ರ
Bande kodigehalli,ಬಂಡೆ ಕೊಡಿಗೇಹಳ್ಳಿ
Bandi Reddy Circle,ಬಂಡಿ ರೆಡ್ಡಿ ವೃತ್ತ
Bandihalii,ಬಂಡಿಹಳ್ಳಿ
Bandihalli,ಬಂಡಿಹಳ್ಳಿ
Bangarappa Nagara,ಬಂಗಾರಪ್ಪ ನಗರ
Banjarapalya,ಬಂಜಾರಪಾಳ್ಯ
Bank Amruthahalli,ಬ್ಯಾಂಕ್ ಅಮೃತಹಳ್ಳಿ
Bank Circle Bashettyhalli,ಬ್ಯಾಂಕ್‌ ಸರ್ಕಲ್‌ ಬಾಶೆಟ್ಟಿಹಳ್ಳಿ
Bank Colony,ಬ್ಯಾಂಕ್‌ ಕಾಲೋನಿ
Bannerughatta Circle,ಬನ್ನೇರುಘಟ್ಟ ಸರ್ಕಲ್
Bannerughatta National Park,ಬನ್ನೇರುಘಟ್ಟ ರಾಷ್ಟ್ರೀಯ ಉದ್ಯಾನವನ
Bannigiri,ಬನ್ನಿಗಿರಿ
Bannigiri Cross,ಬನ್ನಿಗಿರಿ ಕ್ರಾಸ್
Bapuji Layout Saraswathi Nagara,ಬಾಪೂಜಿ ಬಡಾವಣೆ ಸರಸ್ವತಿ ನಗರ
Bapujinagara,ಬಾಪೂಜಿನಗರ
Baradi,ಬರಡಿ
Baraguru,ಬರಗೂರು
Baraguru Cross,ಬರಗೂರು ಕ್ರಾಸ್
Basammanahalli,ಬಸಮ್ಮನಹಳ್ಳಿ
Basammanahalli Cross,ಬಸಮ್ಮನಹಳ್ಳಿ ಕ್ರಾಸ್
Basappa Circle,ಬಸಪ್ಪ ವೃತ್ತ
Basappa Layout Mattahalli,ಬಸಪ್ಪ ಬಡಾವಣೆ ಮಟ್ಟಹಳ್ಳಿ
Basappanapalya,ಬಸಪ್ಪನಪಾಳ್ಯ
Basappanapalya Cross,ಬಸಪ್ಪನಪಾಳ್ಯ‌ ಕ್ರಾಸ್
Basapura Electronic City,ಬಸಾಪುರ ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸಿಟಿ
Basava Gangotri Samsthe,ಬಸವ ಗಂಗೋತ್ರಿ ಸಂಸ್ಥೆ
Basavanagara,ಬಸವನಗರ
Basavanagara Kengeri,ಬಸವನಗರ ಕೆಂಗೇರಿ
Basavanagudi Police Station,ಬಸವನಗುಡಿ ಆರಕ್ಷಕ ಠಾಣೆ
Basavanahalli,ಬಸವನಹಳ್ಳಿ
Basavanahalli Cross,ಬಸವನಹಳ್ಳಿ ಕ್ರಾಸ್
Basavanapalya,ಬಸವನಪಾಳ್ಯ
Basavanapura,ಬಸವನಪುರ
Basavanapura Church,ಬಸವನಪುರ ಚರ್ಚ್
Basavanapura Gate,ಬಸವನಪುರ ಗೇಟ್
Basavanna Devasthana CK Palya,ಬಸವಣ್ಣ ದೇವಸ್ಥಾನ ಸಿಕೆ ಪಾಳ್ಯ
Basavanna Temple Hoovinayakanahalli,ಬಸವಣ್ಣ ದೇವಸ್ಥಾನ ಹೂವಿನಾಯಕನಹಳ್ಳಿ
Basavapatna,ಬಸವಪಟ್ಟಣ
Basavenahalli,ಬಸವೇನಹಳ್ಳಿ
Basavenahalli Colony,ಬಸವೇನಹಳ್ಳಿ ಕಾಲನಿ
Basaveshwara College,ಬಸವೇಶ್ವರ ಕಾಲೇಜು
Basaveshwaranagara 1st Phase,ಬಸವೇಶ್ವರ 1ನೇ ಹಂತ
Basaveshwaranagara 2nd Phase,ಬಸವೇಶ್ವರನಗರ 2ನೇ ಹಂತ
Basaveshwaranagara Banandur,ಬಸವೇಶ್ವರನಗರ ಬಾನಂದೂರು
Basaveshwaranagara New Bus Stand,ಬಸವೇಶ್ವರನಗರ ಹೊಸ ಬಸ್‌ ನಿಲ್ದಾಣ
Bashettalli,ಬಾಶೆಟ್ಟಳ್ಳಿ
Bashyam Circle,ಬಾಷ್ಯಂ ಸರ್ಕಲ್
Bashyam Circle Rajajinagara,ಬಾಷ್ಯಂ ಸರ್ಕಲ್‌ ರಾಜಾಜಿನಗರ
Bashyam Circle Sadashivanagara,ಬಾಷ್ಯಂ ಸರ್ಕಲ್‌ ಸದಾಶಿವ ನಗರ
Bashyam Nagara Okalipuram,ಬಾಷ್ಯಂನಗರ ಓಕಳಿಪುರ
Bata Show Room banashankari,ಬಾಟಾ ಶೋ ರೂಮ್ ಬನಶಂಕರಿ
Bayalahalli Gate,ಬಯಲಹಳ್ಳಿ ಗೇಟ್
Bayalu Bandikhane,ಬಯಲು ಬಂದಿಖಾನೆ
Bayyanapalya,ಬೈಯನಪಾಳ್ಯ
Bayyandahalli,ಬಯ್ಯಂಡಹಳ್ಳಿ
Bayyandahalli Colony,ಬಯ್ಯಂಡಹಳ್ಳಿ ಕಾಲೋನಿ
Bayyappanahalli Cross,ಬೈಯಪ್ಪನಹಳ್ಳಿ ಕ್ರಾಸ್
Bayyappanahalli Gate,ಬೈಯಪ್ಪನಹಳ್ಳಿ ಗೇಟ್
Bayyappanahalli Metro Station,ಬೈಯಪ್ಪನಹಳ್ಳಿ ಮೆಟ್ರೊ ನಿಲ್ದಾಣ
Bayyappanahalli Metro Station  Back Gate,ಬೈಯಪ್ಪನಹಳ್ಳಿ ಮೆಟ್ರೋ ನಿಲ್ದಾಣ  ಬ್ಯಾಕ್ ಗೇಟ್
Beedi Karmikara Colony,ಬೀಡಿ ಕಾರ್ಮಿಕರ ಕಾಲೋನಿ
Beerahalli,ಬೀರಹಳ್ಳಿ
Beerawara,ಬೀರವಾರ
Beereshwara Nagara,ಬೀರೇಶ್ವರ ನಗರ
Begihalli,ಬೇಗಿಹಳ್ಳಿ
Beguru,ಬೇಗೂರು
Beguru Lake,ಬೇಗೂರು ಕೆರೆ
Beguru Nice Road Junction,ಬೇಗೂರು ನೈಸ್‌ ರಸ್ತೆ ಜಂಕ್ಷನ್
Bejjarahalli Katte,ಬೆಜ್ಜರಹಳ್ಳಿ ಕಟ್ಟೆ
Bejjarakatte,ಬೆಜ್ಜರಕಟ್ಟೆ
Bekary Chunchaghatta,ಬೇಕರಿ ಚುಂಚಘಟ್ಟ
Belagumba,ಬೆಳಗುಂಬಾ
Bellahalli,ಬೆಳ್ಳಹಳ್ಳಿ
Bellahalli Cross,ಬೆಳ್ಳಹಳ್ಳಿ ಕ್ರಾಸ್
